FeatureCode,DateCode,Measurement,Units,Value,IndicesOfDeprivation
E01013784,2015,Score,NA,59.572,Living Environment Deprivation Domain
E01013768,2015,Score,NA,22.221,Living Environment Deprivation Domain
E01013778,2015,Score,NA,41.097,Living Environment Deprivation Domain
E01013780,2015,Score,NA,34.199,Living Environment Deprivation Domain
E01013618,2015,Score,NA,16.471,Living Environment Deprivation Domain
E01013600,2015,Score,NA,26.462,Living Environment Deprivation Domain
E01013739,2015,Score,NA,27.056,Living Environment Deprivation Domain
E01013696,2015,Score,NA,17.591,Living Environment Deprivation Domain
E01013703,2015,Score,NA,20.879,Living Environment Deprivation Domain
E01013725,2015,Score,NA,27.419,Living Environment Deprivation Domain
E01013700,2015,Score,NA,23.419,Living Environment Deprivation Domain
E01013716,2015,Score,NA,40.577,Living Environment Deprivation Domain
E01013723,2015,Score,NA,20.877,Living Environment Deprivation Domain
E01013690,2015,Score,NA,32.515,Living Environment Deprivation Domain
E01013731,2015,Score,NA,17.523,Living Environment Deprivation Domain
E01013704,2015,Score,NA,33.306,Living Environment Deprivation Domain
E01013761,2015,Score,NA,46.213,Living Environment Deprivation Domain
E01013775,2015,Score,NA,54.886,Living Environment Deprivation Domain
E01013779,2015,Score,NA,74.672,Living Environment Deprivation Domain
E01013757,2015,Score,NA,23.192,Living Environment Deprivation Domain
E01013771,2015,Score,NA,22.61,Living Environment Deprivation Domain
E01013740,2015,Score,NA,24.266,Living Environment Deprivation Domain
E01013744,2015,Score,NA,36.099,Living Environment Deprivation Domain
E01013732,2015,Score,NA,36.197,Living Environment Deprivation Domain
E01013738,2015,Score,NA,24.225,Living Environment Deprivation Domain
E01013609,2015,Score,NA,25.639,Living Environment Deprivation Domain
E01013608,2015,Score,NA,37.292,Living Environment Deprivation Domain
E01013610,2015,Score,NA,26.282,Living Environment Deprivation Domain
E01013651,2015,Score,NA,34.612,Living Environment Deprivation Domain
E01013718,2015,Score,NA,35.884,Living Environment Deprivation Domain
E01013714,2015,Score,NA,31.292,Living Environment Deprivation Domain
E01013650,2015,Score,NA,44.467,Living Environment Deprivation Domain
E01013633,2015,Score,NA,29.33,Living Environment Deprivation Domain
E01013763,2015,Score,NA,52.501,Living Environment Deprivation Domain
E01013643,2015,Score,NA,44.565,Living Environment Deprivation Domain
E01013729,2015,Score,NA,15.844,Living Environment Deprivation Domain
E01013721,2015,Score,NA,21.67,Living Environment Deprivation Domain
E01013737,2015,Score,NA,17.343,Living Environment Deprivation Domain
E01013678,2015,Score,NA,26.412,Living Environment Deprivation Domain
E01013622,2015,Score,NA,19.272,Living Environment Deprivation Domain
E01013614,2015,Score,NA,36.845,Living Environment Deprivation Domain
E01013688,2015,Score,NA,54.814,Living Environment Deprivation Domain
E01013664,2015,Score,NA,16.588,Living Environment Deprivation Domain
E01013623,2015,Score,NA,19.873,Living Environment Deprivation Domain
E01013642,2015,Score,NA,55.885,Living Environment Deprivation Domain
E01013607,2015,Score,NA,40.093,Living Environment Deprivation Domain
E01013632,2015,Score,NA,20.512,Living Environment Deprivation Domain
E01013777,2015,Score,NA,57.985,Living Environment Deprivation Domain
E01013766,2015,Score,NA,28.574,Living Environment Deprivation Domain
E01013640,2015,Score,NA,2.038,Crime Domain
E01013641,2015,Score,NA,0.91,Crime Domain
E01013621,2015,Score,NA,1.082,Crime Domain
E01013620,2015,Score,NA,1.245,Crime Domain
E01013631,2015,Score,NA,1.81,Crime Domain
E01013630,2015,Score,NA,0.26,Crime Domain
E01013612,2015,Score,NA,0.717,Crime Domain
E01032863,2015,Score,NA,0.209,Crime Domain
E01013730,2015,Score,NA,1.122,Crime Domain
E01013726,2015,Score,NA,1.175,Crime Domain
E01013770,2015,Score,NA,-0.175,Crime Domain
E01013760,2015,Score,NA,1.058,Crime Domain
E01013715,2015,Score,NA,0.188,Crime Domain
E01013712,2015,Score,NA,-0.212,Crime Domain
E01013754,2015,Score,NA,0.75,Crime Domain
E01013748,2015,Score,NA,0.239,Crime Domain
E01013707,2015,Score,NA,-0.155,Crime Domain
E01013653,2015,Score,NA,0.743,Crime Domain
E01013652,2015,Score,NA,0.606,Crime Domain
E01013786,2015,Score,NA,1.698,Crime Domain
E01013742,2015,Score,NA,-0.422,Crime Domain
E01013743,2015,Score,NA,-0.691,Crime Domain
E01013783,2015,Score,NA,0.911,Crime Domain
E01013782,2015,Score,NA,1.298,Crime Domain
E01013774,2015,Score,NA,1.546,Crime Domain
E01013759,2015,Score,NA,-0.575,Crime Domain
E01013750,2015,Score,NA,-0.483,Crime Domain
E01013746,2015,Score,NA,0.712,Crime Domain
E01013751,2015,Score,NA,-0.277,Crime Domain
E01013689,2015,Score,NA,0.706,Crime Domain
E01013702,2015,Score,NA,0.207,Crime Domain
E01013697,2015,Score,NA,0.328,Crime Domain
E01013785,2015,Score,NA,1.615,Crime Domain
E01013734,2015,Score,NA,0.617,Crime Domain
E01013665,2015,Score,NA,0.582,Crime Domain
E01013705,2015,Score,NA,0.424,Crime Domain
E01013666,2015,Score,NA,-0.194,Crime Domain
E01013717,2015,Score,NA,0.082,Crime Domain
E01013673,2015,Score,NA,0.88,Crime Domain
E01013693,2015,Score,NA,0.716,Crime Domain
E01013691,2015,Score,NA,1.178,Crime Domain
E01013685,2015,Score,NA,-0.166,Crime Domain
E01013619,2015,Score,NA,1.056,Crime Domain
E01013692,2015,Score,NA,0.529,Crime Domain
E01013600,2015,Score,NA,0.878,Crime Domain
E01013668,2015,Score,NA,-0.233,Crime Domain
E01013657,2015,Score,NA,0.277,Crime Domain
E01013625,2015,Score,NA,0.632,Crime Domain
E01013669,2015,Score,NA,-0.568,Crime Domain
E01013618,2015,Score,NA,0.956,Crime Domain
E01013672,2015,Score,NA,0.45,Crime Domain
E01013684,2015,Score,NA,1.998,Crime Domain
E01013608,2015,Score,NA,0.985,Crime Domain
E01013609,2015,Score,NA,0.561,Crime Domain
E01013756,2015,Score,NA,13.994,Barriers to Housing and Services Domain
E01013773,2015,Score,NA,21.402,Barriers to Housing and Services Domain
E01013765,2015,Score,NA,19.546,Barriers to Housing and Services Domain
E01013758,2015,Score,NA,13.495,Barriers to Housing and Services Domain
E01013646,2015,Score,NA,24.54,Barriers to Housing and Services Domain
E01013674,2015,Score,NA,16.634,Barriers to Housing and Services Domain
E01013605,2015,Score,NA,16.572,Barriers to Housing and Services Domain
E01013648,2015,Score,NA,20.351,Barriers to Housing and Services Domain
E01013636,2015,Score,NA,12.828,Barriers to Housing and Services Domain
E01013659,2015,Score,NA,22.75,Barriers to Housing and Services Domain
E01013727,2015,Score,NA,12.46,Barriers to Housing and Services Domain
E01013752,2015,Score,NA,16.585,Barriers to Housing and Services Domain
E01013626,2015,Score,NA,15.578,Barriers to Housing and Services Domain
E01013749,2015,Score,NA,19.265,Barriers to Housing and Services Domain
E01013709,2015,Score,NA,14.302,Barriers to Housing and Services Domain
E01013720,2015,Score,NA,20.994,Barriers to Housing and Services Domain
E01013682,2015,Score,NA,10.262,Barriers to Housing and Services Domain
E01013694,2015,Score,NA,15.357,Barriers to Housing and Services Domain
E01013733,2015,Score,NA,26.14,Barriers to Housing and Services Domain
E01013628,2015,Score,NA,17.251,Barriers to Housing and Services Domain
E01013735,2015,Score,NA,12.111,Barriers to Housing and Services Domain
E01032863,2015,Score,NA,25.065,Barriers to Housing and Services Domain
E01013670,2015,Score,NA,17.469,Living Environment Deprivation Domain
E01013637,2015,Score,NA,25.19,Living Environment Deprivation Domain
E01013603,2015,Score,NA,22.716,Living Environment Deprivation Domain
E01013638,2015,Score,NA,23.358,Living Environment Deprivation Domain
E01013647,2015,Score,NA,40.089,Living Environment Deprivation Domain
E01013602,2015,Score,NA,37.21,Living Environment Deprivation Domain
E01013686,2015,Score,NA,25.481,Living Environment Deprivation Domain
E01013627,2015,Score,NA,39.763,Living Environment Deprivation Domain
E01013754,2015,Score,NA,38.362,Living Environment Deprivation Domain
E01013760,2015,Score,NA,73.111,Living Environment Deprivation Domain
E01013770,2015,Score,NA,23.518,Living Environment Deprivation Domain
E01013748,2015,Score,NA,41.296,Living Environment Deprivation Domain
E01013730,2015,Score,NA,20.726,Living Environment Deprivation Domain
E01013712,2015,Score,NA,23.142,Living Environment Deprivation Domain
E01013657,2015,Score,NA,35.974,Living Environment Deprivation Domain
E01013668,2015,Score,NA,31.23,Living Environment Deprivation Domain
E01013619,2015,Score,NA,20.46,Living Environment Deprivation Domain
E01013684,2015,Score,NA,57.706,Living Environment Deprivation Domain
E01013625,2015,Score,NA,33.655,Living Environment Deprivation Domain
E01013673,2015,Score,NA,16.076,Living Environment Deprivation Domain
E01013707,2015,Score,NA,26.092,Living Environment Deprivation Domain
E01013691,2015,Score,NA,19.431,Living Environment Deprivation Domain
E01013692,2015,Score,NA,17.446,Living Environment Deprivation Domain
E01013726,2015,Score,NA,23.766,Living Environment Deprivation Domain
E01013715,2015,Score,NA,40.094,Living Environment Deprivation Domain
E01013685,2015,Score,NA,24.992,Living Environment Deprivation Domain
E01013693,2015,Score,NA,20.446,Living Environment Deprivation Domain
E01013672,2015,Score,NA,12.747,Living Environment Deprivation Domain
E01013669,2015,Score,NA,10.786,Living Environment Deprivation Domain
E01013736,2015,Score,NA,18.302,Barriers to Housing and Services Domain
E01013661,2015,Score,NA,24.524,Barriers to Housing and Services Domain
E01013683,2015,Score,NA,13.858,Barriers to Housing and Services Domain
E01013617,2015,Score,NA,29.531,Barriers to Housing and Services Domain
E01013635,2015,Score,NA,10.02,Barriers to Housing and Services Domain
E01013634,2015,Score,NA,13.515,Barriers to Housing and Services Domain
E01013624,2015,Score,NA,16.842,Barriers to Housing and Services Domain
E01013698,2015,Score,NA,12.606,Barriers to Housing and Services Domain
E01013747,2015,Score,NA,17.062,Barriers to Housing and Services Domain
E01013741,2015,Score,NA,13.522,Barriers to Housing and Services Domain
E01013699,2015,Score,NA,10.109,Barriers to Housing and Services Domain
E01013719,2015,Score,NA,21.172,Barriers to Housing and Services Domain
E01013764,2015,Score,NA,14.784,Barriers to Housing and Services Domain
E01013753,2015,Score,NA,22.054,Barriers to Housing and Services Domain
E01013776,2015,Score,NA,20.923,Barriers to Housing and Services Domain
E01013755,2015,Score,NA,28.844,Barriers to Housing and Services Domain
E01013781,2015,Score,NA,17.41,Barriers to Housing and Services Domain
E01032867,2015,Score,NA,34.116,Barriers to Housing and Services Domain
E01013611,2015,Score,NA,24.13,Barriers to Housing and Services Domain
E01013606,2015,Score,NA,8.366,Barriers to Housing and Services Domain
E01013662,2015,Score,NA,15.631,Barriers to Housing and Services Domain
E01013667,2015,Score,NA,25.51,Barriers to Housing and Services Domain
E01013679,2015,Score,NA,16.665,Barriers to Housing and Services Domain
E01013689,2015,Score,NA,55.608,Living Environment Deprivation Domain
E01013702,2015,Score,NA,29.342,Living Environment Deprivation Domain
E01013717,2015,Score,NA,50.037,Living Environment Deprivation Domain
E01013630,2015,Score,NA,41.585,Living Environment Deprivation Domain
E01013783,2015,Score,NA,22.38,Living Environment Deprivation Domain
E01013640,2015,Score,NA,17.816,Living Environment Deprivation Domain
E01013734,2015,Score,NA,32.472,Living Environment Deprivation Domain
E01013697,2015,Score,NA,25.575,Living Environment Deprivation Domain
E01013641,2015,Score,NA,55.015,Living Environment Deprivation Domain
E01013759,2015,Score,NA,23.65,Living Environment Deprivation Domain
E01013774,2015,Score,NA,59.907,Living Environment Deprivation Domain
E01013782,2015,Score,NA,44.435,Living Environment Deprivation Domain
E01013746,2015,Score,NA,41.996,Living Environment Deprivation Domain
E01013631,2015,Score,NA,26.389,Living Environment Deprivation Domain
E01013666,2015,Score,NA,11.79,Living Environment Deprivation Domain
E01013653,2015,Score,NA,35.994,Living Environment Deprivation Domain
E01013652,2015,Score,NA,25.002,Living Environment Deprivation Domain
E01013705,2015,Score,NA,14.929,Living Environment Deprivation Domain
E01013742,2015,Score,NA,49.34,Living Environment Deprivation Domain
E01013665,2015,Score,NA,34.211,Living Environment Deprivation Domain
E01013785,2015,Score,NA,21.449,Living Environment Deprivation Domain
E01013743,2015,Score,NA,35.542,Living Environment Deprivation Domain
E01013751,2015,Score,NA,41.469,Living Environment Deprivation Domain
E01013750,2015,Score,NA,46.771,Living Environment Deprivation Domain
E01013786,2015,Score,NA,46.751,Living Environment Deprivation Domain
E01013604,2015,Score,NA,31.498,Living Environment Deprivation Domain
E01013616,2015,Score,NA,14.736,Living Environment Deprivation Domain
E01013613,2015,Score,NA,53.215,Living Environment Deprivation Domain
E01013639,2015,Score,NA,29.781,Living Environment Deprivation Domain
E01013629,2015,Score,NA,37.81,Living Environment Deprivation Domain
E01013621,2015,Score,NA,15.113,Living Environment Deprivation Domain
E01013620,2015,Score,NA,13.871,Living Environment Deprivation Domain
E01013612,2015,Score,NA,24.926,Living Environment Deprivation Domain
E01032868,2015,Score,NA,1.565,Crime Domain
E01013719,2015,Score,NA,-0.103,Crime Domain
E01013698,2015,Score,NA,-0.019,Crime Domain
E01013683,2015,Score,NA,1.377,Crime Domain
E01013699,2015,Score,NA,0.065,Crime Domain
E01013667,2015,Score,NA,0.585,Crime Domain
E01013662,2015,Score,NA,-0.101,Crime Domain
E01013679,2015,Score,NA,0.431,Crime Domain
E01013755,2015,Score,NA,0.189,Crime Domain
E01013661,2015,Score,NA,0.382,Crime Domain
E01013781,2015,Score,NA,1.275,Crime Domain
E01013624,2015,Score,NA,0.685,Crime Domain
E01013634,2015,Score,NA,0.551,Crime Domain
E01013635,2015,Score,NA,0.991,Crime Domain
E01013611,2015,Score,NA,0.747,Crime Domain
E01013606,2015,Score,NA,0.621,Crime Domain
E01013617,2015,Score,NA,0.612,Crime Domain
E01013747,2015,Score,NA,-0.279,Crime Domain
E01013753,2015,Score,NA,0.016,Crime Domain
E01013776,2015,Score,NA,1.469,Crime Domain
E01013736,2015,Score,NA,-0.159,Crime Domain
E01013764,2015,Score,NA,-0.605,Crime Domain
E01013741,2015,Score,NA,0.265,Crime Domain
E01032873,2015,Score,NA,58.761,Living Environment Deprivation Domain
E01013728,2015,Score,NA,19.869,Living Environment Deprivation Domain
E01013711,2015,Score,NA,42.596,Living Environment Deprivation Domain
E01013745,2015,Score,NA,42.882,Living Environment Deprivation Domain
E01013710,2015,Score,NA,50.313,Living Environment Deprivation Domain
E01013722,2015,Score,NA,17.793,Living Environment Deprivation Domain
E01013713,2015,Score,NA,42.069,Living Environment Deprivation Domain
E01032875,2015,Score,NA,63.695,Living Environment Deprivation Domain
E01032862,2015,Score,NA,12.484,Living Environment Deprivation Domain
E01032599,2015,Score,NA,20.367,Living Environment Deprivation Domain
E01032602,2015,Score,NA,20.26,Living Environment Deprivation Domain
E01013671,2015,Score,NA,26.545,Living Environment Deprivation Domain
E01013663,2015,Score,NA,40.518,Living Environment Deprivation Domain
E01013658,2015,Score,NA,53.79,Living Environment Deprivation Domain
E01013656,2015,Score,NA,51.583,Living Environment Deprivation Domain
E01013681,2015,Score,NA,66.74,Living Environment Deprivation Domain
E01013649,2015,Score,NA,57.197,Living Environment Deprivation Domain
E01013687,2015,Score,NA,66.66,Living Environment Deprivation Domain
E01013695,2015,Score,NA,20.722,Living Environment Deprivation Domain
E01013677,2015,Score,NA,20.149,Living Environment Deprivation Domain
E01013675,2015,Score,NA,24.557,Living Environment Deprivation Domain
E01013680,2015,Score,NA,48.78,Living Environment Deprivation Domain
E01013706,2015,Score,NA,20.898,Living Environment Deprivation Domain
E01013752,2015,Score,NA,38.732,Living Environment Deprivation Domain
E01013727,2015,Score,NA,21.572,Living Environment Deprivation Domain
E01013720,2015,Score,NA,32.836,Living Environment Deprivation Domain
E01013733,2015,Score,NA,28.865,Living Environment Deprivation Domain
E01013709,2015,Score,NA,22.777,Living Environment Deprivation Domain
E01013758,2015,Score,NA,37.819,Living Environment Deprivation Domain
E01013756,2015,Score,NA,36.699,Living Environment Deprivation Domain
E01013765,2015,Score,NA,36.651,Living Environment Deprivation Domain
E01013626,2015,Score,NA,36.654,Living Environment Deprivation Domain
E01013605,2015,Score,NA,39.275,Living Environment Deprivation Domain
E01013735,2015,Score,NA,22.507,Living Environment Deprivation Domain
E01013628,2015,Score,NA,25.552,Living Environment Deprivation Domain
E01013694,2015,Score,NA,22.141,Living Environment Deprivation Domain
E01013646,2015,Score,NA,81.665,Living Environment Deprivation Domain
E01013648,2015,Score,NA,58.053,Living Environment Deprivation Domain
E01013636,2015,Score,NA,22.375,Living Environment Deprivation Domain
E01013659,2015,Score,NA,46.992,Living Environment Deprivation Domain
E01013682,2015,Score,NA,55.4,Living Environment Deprivation Domain
E01013749,2015,Score,NA,39.832,Living Environment Deprivation Domain
